step,actic loss,critic loss,average distance,time
5330,-299.0912,11948.7882,456.4015,1min12sec
5340,-298.5381,11928.0237,456.2924,1min9sec
5350,-297.9964,11907.3459,456.1819,1min9sec
5360,-297.4416,11887.0310,456.0741,1min10sec
5370,-296.8910,11867.0441,455.9641,1min12sec
5380,-296.3536,11846.7821,455.8560,1min9sec
5390,-295.8119,11826.3481,455.7450,1min10sec
5400,-295.2698,11806.0322,455.6370,1min9sec
5410,-294.7370,11785.8505,455.5288,1min8sec
5420,-294.1989,11765.6246,455.4193,1min4sec
5430,-293.6639,11745.4970,455.3097,1min6sec
5440,-293.1269,11725.4516,455.2003,1min10sec
5450,-292.6000,11705.4746,455.0938,1min35sec
5460,-292.0667,11685.4879,454.9842,1min9sec
5470,-291.5426,11665.6659,454.8784,1min9sec
5480,-291.0193,11645.7881,454.7692,1min14sec
5490,-290.5006,11625.9994,454.6615,1min14sec
5500,-289.9737,11606.3359,454.5539,1min6sec
5510,-289.4569,11586.6424,454.4463,1min10sec
5520,-288.9410,11567.0597,454.3409,1min8sec
5530,-288.4251,11547.4679,454.2392,1min9sec
5540,-287.9102,11527.9740,454.1335,1min5sec
5550,-287.4008,11508.4853,454.0270,1min9sec
5560,-286.8911,11489.0536,453.9204,1min8sec
5570,-286.3834,11469.7164,453.8141,1min8sec
5580,-285.8820,11450.5055,453.7103,1min9sec
5590,-285.3776,11431.3463,453.6046,1min8sec
5600,-284.8738,11412.1821,453.4978,1min11sec
5610,-284.3718,11393.0713,453.3939,1min10sec
5620,-283.8751,11374.1121,453.2894,1min7sec
5630,-283.3749,11355.4201,453.1849,1min6sec
5640,-282.8820,11336.7310,453.0820,1min7sec
5650,-282.3851,11318.0446,452.9832,1min8sec
5660,-281.8945,11299.3510,452.8807,1min11sec
5670,-281.4013,11280.7201,452.7804,1min9sec
5680,-280.9129,11262.0605,452.6780,1min8sec
5690,-280.4256,11243.5820,452.5762,1min7sec
5700,-279.9387,11225.1263,452.4729,1min10sec
5710,-279.4559,11206.8997,452.3732,1min8sec
5720,-278.9747,11188.7466,452.2728,1min11sec
5730,-278.4930,11170.7047,452.1753,1min10sec
5740,-278.0144,11152.5424,452.0753,1min19sec
5750,-277.5319,11134.2961,451.9735,1min20sec
5760,-277.0529,11116.3067,451.8730,1min42sec
5770,-276.5811,11098.2210,451.7725,1min24sec
5780,-276.1074,11080.2326,451.6748,1min20sec
5790,-275.6384,11062.2155,451.5759,1min9sec
5800,-275.1713,11044.3749,451.4787,1min10sec
5810,-274.7059,11026.5744,451.3804,0min48sec
5820,-274.2407,11008.8399,451.2848,1min37sec
5830,-273.7765,10991.1434,451.1892,1min21sec
5840,-273.3164,10973.4249,451.0909,1min20sec
5850,-272.8533,10955.9370,450.9976,1min21sec
5860,-272.3911,10938.6220,450.9021,1min22sec
5870,-271.9342,10921.1206,450.8035,1min21sec
5880,-271.4784,10903.7280,450.7093,1min22sec
5890,-271.0238,10886.3213,450.6137,1min23sec
5900,-270.5699,10868.9517,450.5170,1min22sec
5910,-270.1196,10851.6691,450.4201,1min22sec
5920,-269.6727,10834.5129,450.3237,1min23sec
5930,-269.2238,10817.3253,450.2279,1min22sec
5940,-268.7756,10800.2560,450.1341,1min19sec
5950,-268.3280,10783.2017,450.0414,1min18sec
5960,-267.8850,10766.2590,449.9499,1min30sec
5970,-267.4437,10749.3607,449.8559,1min39sec
5980,-267.0061,10732.5060,449.7601,1min22sec
5990,-266.5706,10715.6464,449.6676,1min25sec
6000,-266.1344,10698.9689,449.5738,0min49sec
6010,-265.6935,10682.3398,449.4826,0min34sec
6020,-265.2655,10665.8088,449.3922,0min34sec
6030,-264.8342,10649.2408,449.2992,0min34sec
6040,-264.4011,10632.6544,449.2065,0min34sec
6050,-263.9718,10616.1434,449.1162,0min33sec
6060,-263.5404,10599.6527,449.0260,0min36sec
6070,-263.1107,10583.2655,448.9369,0min58sec
6080,-262.6845,10566.9557,448.8464,0min59sec
6090,-262.2575,10550.7259,448.7564,0min59sec
6100,-261.8408,10534.5502,448.6654,1min0sec
6110,-261.4134,10518.4229,448.5749,0min59sec
6120,-260.9884,10502.4756,448.4852,0min59sec
6130,-260.5722,10486.6826,448.3962,0min58sec
6140,-260.1570,10470.8837,448.3073,0min56sec
6150,-259.7450,10455.0429,448.2161,0min59sec
6160,-259.3292,10439.1245,448.1271,1min3sec
6170,-258.9129,10423.2241,448.0385,1min2sec
6180,-258.5002,10407.3495,447.9506,1min2sec
6190,-258.0891,10391.5850,447.8659,1min6sec
6200,-257.6783,10375.8108,447.7805,1min6sec
6210,-257.2682,10360.1252,447.6934,1min5sec
6220,-256.8615,10344.4556,447.6059,1min6sec
6230,-256.4538,10328.9928,447.5212,1min2sec
6240,-256.0524,10313.5325,447.4364,0min59sec
6250,-255.6469,10298.0776,447.3504,0min59sec
6260,-255.2432,10282.6040,447.2649,1min0sec
6270,-254.8448,10267.2459,447.1813,0min57sec
6280,-254.4448,10251.8909,447.0980,0min57sec
6290,-254.0459,10236.5280,447.0122,0min59sec
6300,-253.6532,10221.3625,446.9295,1min3sec
6310,-253.2564,10206.2179,446.8490,1min5sec
6320,-252.8621,10191.1022,446.7674,1min7sec
6330,-252.4661,10176.0092,446.6843,1min7sec
6340,-252.0715,10160.9982,446.6031,1min6sec
6350,-251.6807,10145.9809,446.5218,1min4sec
6360,-251.2921,10131.1105,446.4438,1min6sec
6370,-250.9037,10116.1759,446.3605,1min22sec
6380,-250.5182,10101.2108,446.2790,1min23sec
6390,-250.1321,10086.4034,446.1969,1min23sec
6400,-249.7486,10071.6157,446.1169,1min27sec
6410,-249.3634,10056.8389,446.0346,1min27sec
6420,-248.9770,10042.1003,445.9522,1min29sec
6430,-248.5980,10027.4189,445.8709,1min28sec
6440,-248.2168,10012.7834,445.7884,1min28sec
6450,-247.8354,9998.1904,445.7083,1min29sec
6460,-247.4635,9983.7442,445.6283,1min30sec
6470,-247.0843,9969.3207,445.5465,1min26sec
6480,-246.7080,9954.8339,445.4650,1min26sec
6490,-246.3328,9940.3923,445.3830,1min24sec
6500,-245.9616,9925.9955,445.3040,1min26sec
6510,-245.5913,9911.6609,445.2251,1min28sec
6520,-245.2160,9897.4703,445.1463,1min27sec
6530,-244.8489,9883.3112,445.0674,1min26sec
6540,-244.4794,9869.1120,444.9882,1min23sec
6550,-244.1109,9854.8907,444.9103,1min27sec
6560,-243.7441,9840.8188,444.8334,1min28sec
6570,-243.3799,9826.7259,444.7553,1min29sec
6580,-243.0150,9812.7089,444.6781,1min26sec
6590,-242.6535,9798.7330,444.6014,1min25sec
6600,-242.2877,9784.8598,444.5244,1min26sec
6610,-241.9260,9771.1455,444.4481,1min27sec
6620,-241.5675,9757.4049,444.3718,1min28sec
6630,-241.2051,9743.6625,444.2931,1min28sec
6640,-240.8484,9729.9007,444.2153,1min28sec
6650,-240.4952,9716.2301,444.1388,1min27sec
6660,-240.1395,9702.5622,444.0615,1min28sec
6670,-239.7841,9688.9205,443.9865,1min26sec
6680,-239.4304,9675.3159,443.9122,1min28sec
6690,-239.0747,9661.8930,443.8383,1min26sec
6700,-238.7234,9648.4273,443.7650,1min27sec
6710,-238.3704,9635.0178,443.6938,1min27sec
6720,-238.0228,9621.7007,443.6254,1min24sec
6730,-237.6767,9608.3466,443.5528,1min27sec
6740,-237.3276,9595.0014,443.4799,1min29sec
6750,-236.9816,9581.6685,443.4076,1min14sec
6760,-236.6375,9568.3079,443.3329,0min33sec
6770,-236.2924,9555.1642,443.2610,0min33sec
6780,-235.9440,9542.1397,443.1906,0min32sec
6790,-235.6003,9529.1505,443.1154,0min33sec
6800,-235.2649,9516.1629,443.0420,0min33sec
6810,-234.9260,9503.0501,442.9677,0min34sec
6820,-234.5880,9489.9879,442.8955,0min37sec
6830,-234.2506,9476.8860,442.8222,0min37sec
6840,-233.9128,9463.8375,442.7492,0min36sec
6850,-233.5767,9450.8743,442.6763,0min34sec
6860,-233.2408,9437.9238,442.6037,0min34sec
6870,-232.9059,9425.0556,442.5302,0min34sec
6880,-232.5755,9412.2661,442.4595,0min36sec
6890,-232.2407,9399.4386,442.3876,0min35sec
6900,-231.9101,9386.6165,442.3161,0min35sec
6910,-231.5790,9373.8279,442.2437,0min34sec
6920,-231.2503,9361.0537,442.1714,0min35sec
6930,-230.9222,9348.3108,442.0981,0min34sec
6940,-230.5908,9335.6930,442.0272,0min35sec
6950,-230.2680,9323.1076,441.9575,0min35sec
6960,-229.9395,9310.6089,441.8894,0min35sec
6970,-229.6146,9298.1562,441.8229,0min36sec
6980,-229.2910,9285.6712,441.7539,0min36sec
6990,-228.9663,9273.2208,441.6843,0min35sec
7000,-228.6459,9260.8235,441.6187,0min37sec
7010,-228.3273,9248.5000,441.5521,0min36sec
7020,-228.0051,9236.1882,441.4856,0min36sec
7030,-227.6851,9223.8901,441.4175,0min35sec
7040,-227.3683,9211.6254,441.3503,0min36sec
7050,-227.0504,9199.3993,441.2845,0min36sec
7060,-226.7344,9187.2391,441.2187,0min37sec
7070,-226.4186,9175.1510,441.1531,0min39sec
7080,-226.1025,9163.1275,441.0889,0min37sec
7090,-225.7884,9151.0650,441.0236,0min37sec
7100,-225.4763,9139.0490,440.9582,0min37sec
7110,-225.1655,9127.0857,440.8954,0min41sec
7120,-224.8568,9115.1516,440.8315,0min36sec
7130,-224.5456,9103.1367,440.7657,0min35sec
7140,-224.2360,9091.1495,440.6999,0min35sec
7150,-223.9287,9079.2207,440.6332,0min35sec
7160,-223.6164,9067.3560,440.5682,0min35sec
7170,-223.3122,9055.5132,440.5044,0min33sec
7180,-223.0037,9043.6050,440.4377,0min35sec
7190,-222.6966,9031.8115,440.3701,0min33sec
7200,-222.3923,9020.1036,440.3044,0min35sec
7210,-222.0904,9008.3445,440.2378,0min36sec
7220,-221.7871,8996.5817,440.1700,0min36sec
7230,-221.4862,8984.8591,440.1034,0min39sec
7240,-221.1859,8973.2326,440.0367,0min39sec
7250,-220.8854,8961.6370,439.9732,0min38sec
7260,-220.5873,8950.0411,439.9079,0min38sec
7270,-220.2901,8938.5551,439.8431,0min39sec
7280,-219.9927,8927.0606,439.7795,0min37sec
7290,-219.6956,8915.5091,439.7152,0min38sec
7300,-219.3988,8904.0690,439.6517,0min37sec
7310,-219.1053,8892.7291,439.5901,0min38sec
7320,-218.8113,8881.2939,439.5264,0min38sec
7330,-218.5171,8869.9602,439.4649,0min38sec
7340,-218.2232,8858.5857,439.4013,0min39sec
7350,-217.9306,8847.2557,439.3380,0min39sec
7360,-217.6399,8835.9674,439.2746,0min42sec
7370,-217.3495,8824.7227,439.2122,0min40sec
7380,-217.0595,8813.4918,439.1504,1min2sec
7390,-216.7686,8802.3154,439.0865,0min57sec
7400,-216.4784,8791.2259,439.0235,0min55sec
7410,-216.1925,8780.1285,438.9618,0min56sec
7420,-215.9085,8769.0822,438.9008,0min54sec
7430,-215.6218,8758.0222,438.8395,0min54sec
7440,-215.3360,8747.0052,438.7791,0min55sec
7450,-215.0504,8736.0481,438.7187,0min57sec
7460,-214.7648,8725.1184,438.6573,0min57sec
7470,-214.4841,8714.1602,438.5957,0min57sec
7480,-214.2023,8703.1790,438.5321,0min59sec
7490,-213.9199,8692.2772,438.4675,0min55sec
7500,-213.6384,8681.4133,438.4048,0min53sec
7510,-213.3592,8670.5502,438.3437,0min54sec
7520,-213.0801,8659.7456,438.2833,0min55sec
7530,-212.8006,8649.0103,438.2223,2min31sec
7540,-212.5243,8638.2283,438.1614,2min12sec
7550,-212.2443,8627.5217,438.0999,1min43sec
7560,-211.9683,8616.8376,438.0379,1min39sec
7570,-211.6915,8606.1678,437.9778,1min20sec
7580,-211.4167,8595.5301,437.9183,1min19sec
7590,-211.1419,8584.8812,437.8584,1min17sec
7600,-210.8704,8574.3523,437.7987,1min19sec
7610,-210.5977,8563.8585,437.7395,1min22sec
7620,-210.3228,8553.3568,437.6794,1min19sec
7630,-210.0557,8542.9682,437.6219,1min14sec
7640,-209.7840,8532.5316,437.5659,1min17sec
7650,-209.5148,8522.0494,437.5060,1min15sec
7660,-209.2457,8511.6005,437.4466,1min16sec
7670,-208.9781,8501.1474,437.3869,1min18sec
7680,-208.7103,8490.7916,437.3275,1min19sec
7690,-208.4428,8480.4634,437.2693,1min17sec
7700,-208.1764,8470.1250,437.2121,1min20sec
7710,-207.9082,8459.8874,437.1544,1min21sec
7720,-207.6420,8449.7168,437.0968,1min16sec
7730,-207.3810,8439.6056,437.0402,1min18sec
7740,-207.1173,8429.3538,436.9826,1min26sec
7750,-206.8542,8419.1690,436.9243,1min20sec
7760,-206.5906,8409.0195,436.8668,1min18sec
7770,-206.3290,8398.8670,436.8084,1min17sec
7780,-206.0648,8388.7521,436.7505,1min18sec
7790,-205.8046,8378.6412,436.6916,1min17sec
7800,-205.5448,8368.6251,436.6356,1min28sec
7810,-205.2861,8358.6715,436.5789,1min50sec
7820,-205.0280,8348.6259,436.5208,1min58sec
7830,-204.7705,8338.6494,436.4643,1min18sec
7840,-204.5140,8328.7265,436.4070,1min20sec
7850,-204.2557,8318.8962,436.3522,1min17sec
7860,-203.9980,8309.0772,436.2970,1min19sec
7870,-203.7477,8299.5952,436.2511,1min18sec
7880,-203.4963,8289.8847,436.1968,1min21sec
7890,-203.2423,8280.1102,436.1430,1min20sec
7900,-202.9895,8270.2733,436.0895,1min17sec
7910,-202.7381,8260.5413,436.0390,1min11sec
7920,-202.4857,8250.8020,435.9861,1min10sec
7930,-202.2328,8241.1267,435.9336,1min9sec
7940,-201.9822,8231.3844,435.8787,1min9sec
7950,-201.7313,8221.7036,435.8253,1min10sec
7960,-201.4812,8212.0532,435.7700,1min9sec
7970,-201.2320,8202.4185,435.7182,1min7sec
7980,-200.9835,8192.7885,435.6639,1min6sec
7990,-200.7348,8183.2172,435.6119,1min7sec
8000,-200.4880,8173.6627,435.5575,1min8sec
8010,-200.2402,8164.1320,435.5034,1min9sec
8020,-199.9947,8154.6718,435.4514,1min11sec
8030,-199.7518,8145.2127,435.4001,1min10sec
8040,-199.5092,8135.7467,435.3485,1min9sec
8050,-199.2656,8126.3080,435.2978,1min5sec
8060,-199.0219,8116.9139,435.2459,0min34sec
8070,-198.7797,8107.4489,435.1927,0min37sec
8080,-198.5365,8098.0806,435.1396,0min34sec
8090,-198.2950,8088.7216,435.0867,0min34sec
8100,-198.0530,8079.4455,435.0351,0min35sec
8110,-197.8148,8070.1614,434.9840,0min33sec
8120,-197.5754,8060.8473,434.9328,0min42sec
8130,-197.3348,8051.5652,434.8804,1min6sec
8140,-197.0978,8042.2665,434.8271,1min4sec
8150,-196.8610,8033.0341,434.7749,1min8sec
8160,-196.6211,8023.8837,434.7230,1min13sec
8170,-196.3831,8014.7620,434.6725,1min14sec
8180,-196.1476,8005.6178,434.6217,1min13sec
8190,-195.9119,7996.4573,434.5709,1min14sec
8200,-195.6787,7987.3687,434.5212,1min12sec
8210,-195.4429,7978.2679,434.4704,1min13sec
8220,-195.2074,7969.1706,434.4188,1min11sec
8230,-194.9725,7960.1157,434.3683,1min10sec
8240,-194.7419,7951.0905,434.3173,1min11sec
8250,-194.5076,7942.0477,434.2654,1min11sec
8260,-194.2790,7933.1174,434.2150,1min9sec
8270,-194.0480,7924.2479,434.1651,1min8sec
8280,-193.8176,7915.3699,434.1141,1min8sec
8290,-193.5867,7906.4199,434.0638,1min10sec
8300,-193.3576,7897.5209,434.0134,1min9sec
8310,-193.1276,7888.6096,433.9632,1min8sec
8320,-192.8985,7879.7231,433.9132,1min10sec
8330,-192.6700,7870.8993,433.8642,1min9sec
8340,-192.4415,7862.0738,433.8151,1min7sec
8350,-192.2171,7853.2798,433.7644,1min6sec
8360,-191.9904,7844.5039,433.7146,1min6sec
8370,-191.7670,7835.6928,433.6638,1min7sec
8380,-191.5415,7826.9383,433.6131,1min9sec
8390,-191.3163,7818.1891,433.5633,1min9sec
8400,-191.0923,7809.4716,433.5133,1min8sec
8410,-190.8686,7800.7785,433.4636,1min9sec
8420,-190.6462,7792.0928,433.4143,1min9sec
8430,-190.4255,7783.4710,433.3661,1min12sec
8440,-190.2028,7774.8197,433.3182,1min12sec
8450,-189.9798,7766.1915,433.2684,1min10sec
8460,-189.7590,7757.5981,433.2197,1min10sec
8470,-189.5388,7749.0125,433.1699,1min9sec
8480,-189.3185,7740.4112,433.1200,1min9sec
8490,-189.0989,7731.8536,433.0715,1min6sec
8500,-188.8827,7723.3591,433.0229,1min8sec
8510,-188.6636,7714.8702,432.9752,1min9sec
8520,-188.4464,7706.3972,432.9263,1min8sec
8530,-188.2269,7697.9057,432.8774,1min8sec
8540,-188.0136,7689.4906,432.8283,1min10sec
8550,-187.7935,7681.1067,432.7788,1min10sec
8560,-187.5776,7672.6714,432.7300,1min12sec
8570,-187.3635,7664.3035,432.6822,1min15sec
8580,-187.1485,7655.9540,432.6340,1min11sec
8590,-186.9337,7647.6300,432.5858,1min12sec
8600,-186.7194,7639.2983,432.5373,1min11sec
8610,-186.5074,7630.9943,432.4893,1min11sec
8620,-186.2944,7622.6978,432.4420,1min10sec
8630,-186.0814,7614.4353,432.3944,1min8sec
8640,-185.8730,7606.2233,432.3487,1min9sec
8650,-185.6610,7598.1785,432.3023,1min10sec
8660,-185.4487,7590.1314,432.2568,1min9sec
8670,-185.2383,7581.9927,432.2118,1min8sec
8680,-185.0276,7573.7922,432.1642,1min11sec
8690,-184.8189,7565.6410,432.1179,1min11sec
8700,-184.6095,7557.4978,432.0720,1min10sec
8710,-184.3996,7549.4019,432.0273,1min9sec
8720,-184.1927,7541.3277,431.9817,1min9sec
8730,-183.9850,7533.2658,431.9361,1min8sec
8740,-183.7782,7525.2182,431.8908,1min5sec
8750,-183.5728,7517.1550,431.8445,1min4sec
8760,-183.3661,7509.1054,431.8000,1min6sec
8770,-183.1599,7501.0739,431.7550,1min7sec
8780,-182.9550,7493.0597,431.7084,1min11sec
8790,-182.7507,7485.1617,431.6613,1min10sec
8800,-182.5474,7477.1744,431.6148,1min10sec
8810,-182.3428,7469.2184,431.5687,1min12sec
8820,-182.1388,7461.2934,431.5230,1min12sec
8830,-181.9346,7453.4477,431.4780,1min11sec
8840,-181.7332,7445.5627,431.4334,1min10sec
8850,-181.5312,7437.7198,431.3892,1min9sec
8860,-181.3296,7429.9401,431.3438,1min12sec
8870,-181.1274,7422.0982,431.2989,1min13sec
8880,-180.9269,7414.2705,431.2539,1min11sec
8890,-180.7281,7406.5071,431.2093,1min11sec
8900,-180.5276,7398.7899,431.1683,1min9sec
8910,-180.3290,7391.0400,431.1235,1min12sec
8920,-180.1301,7383.3580,431.0816,1min11sec
8930,-179.9303,7375.6036,431.0363,1min12sec
8940,-179.7331,7367.8833,430.9909,1min11sec
8950,-179.5345,7360.1426,430.9461,1min12sec
8960,-179.3385,7352.4842,430.9024,1min10sec
8970,-179.1414,7344.8098,430.8572,1min8sec
8980,-178.9449,7337.1507,430.8135,1min10sec
8990,-178.7490,7329.5359,430.7712,1min11sec
9000,-178.5543,7321.9281,430.7282,1min9sec
9010,-178.3595,7314.3379,430.6847,1min10sec
9020,-178.1660,7306.7781,430.6418,1min13sec
9030,-177.9727,7299.2326,430.6001,1min13sec
9040,-177.7784,7291.6929,430.5571,1min26sec
9050,-177.5860,7284.1405,430.5140,1min22sec
9060,-177.3930,7276.6565,430.4716,1min13sec
9070,-177.2030,7269.1820,430.4304,1min12sec
9080,-177.0132,7261.7491,430.3896,1min11sec
9090,-176.8207,7254.3356,430.3501,1min10sec
9100,-176.6303,7246.9446,430.3091,1min12sec
9110,-176.4389,7239.5021,430.2678,1min9sec
9120,-176.2490,7232.0760,430.2251,1min10sec
9130,-176.0621,7224.7163,430.1841,1min8sec
9140,-175.8731,7217.3745,430.1431,1min8sec
9150,-175.6841,7210.0047,430.1017,1min10sec
9160,-175.4962,7202.6573,430.0614,1min11sec
9170,-175.3057,7195.4282,430.0197,1min12sec
9180,-175.1234,7188.5230,429.9824,1min9sec
9190,-174.9364,7181.3087,429.9420,1min8sec
9200,-174.7492,7174.1485,429.9033,1min6sec
9210,-174.5655,7166.9588,429.8648,1min8sec
9220,-174.3786,7159.7106,429.8257,1min11sec
9230,-174.1930,7152.5063,429.7859,1min12sec
9240,-174.0088,7145.2771,429.7433,1min11sec
9250,-173.8245,7138.0532,429.7036,1min11sec
9260,-173.6405,7130.8743,429.6626,1min11sec
9270,-173.4565,7123.7269,429.6224,1min11sec
9280,-173.2725,7116.5813,429.5826,1min12sec
9290,-173.0900,7109.4667,429.5426,1min14sec
9300,-172.9072,7102.3512,429.5039,1min13sec
9310,-172.7243,7095.2867,429.4645,1min12sec
9320,-172.5432,7088.2096,429.4243,1min9sec
9330,-172.3608,7081.1283,429.3839,1min11sec
9340,-172.1794,7074.0251,429.3441,1min12sec
9350,-171.9981,7066.9278,429.3039,1min12sec
9360,-171.8174,7059.8440,429.2633,1min11sec
9370,-171.6371,7052.7981,429.2232,1min11sec
9380,-171.4570,7045.8055,429.1824,1min12sec
9390,-171.2792,7038.8379,429.1425,1min11sec
9400,-171.1002,7031.8471,429.1023,1min11sec
9410,-170.9227,7024.8968,429.0642,1min13sec
9420,-170.7435,7018.0276,429.0276,1min13sec
9430,-170.5652,7011.1610,428.9909,1min12sec
9440,-170.3886,7004.2793,428.9554,1min13sec
9450,-170.2113,6997.3675,428.9173,1min11sec
9460,-170.0349,6990.4926,428.8785,1min13sec
9470,-169.8590,6983.6966,428.8385,379min23sec
9480,-169.6827,6976.8431,428.8001,0min38sec
9490,-169.5075,6969.9642,428.7608,0min35sec
9500,-169.3311,6963.1398,428.7231,0min30sec
9510,-169.1570,6956.3506,428.6850,0min30sec
9520,-168.9810,6949.5450,428.6453,0min31sec
9530,-168.8063,6942.7255,428.6059,0min30sec
9540,-168.6337,6936.0072,428.5688,0min29sec
9550,-168.4600,6929.2230,428.5303,0min33sec
9560,-168.2863,6922.4868,428.4937,0min40sec
9570,-168.1137,6915.7494,428.4560,0min40sec
9580,-167.9401,6909.0643,428.4189,0min34sec
9590,-167.7673,6902.3945,428.3826,0min29sec
9600,-167.5955,6895.7338,428.3449,0min29sec
9610,-167.4258,6889.0671,428.3071,0min29sec
9620,-167.2548,6882.3471,428.2682,0min29sec
9630,-167.0838,6875.6431,428.2290,0min45sec
9640,-166.9136,6868.9966,428.1907,0min42sec
9650,-166.7453,6862.3445,428.1508,0min45sec
9660,-166.5734,6855.7168,428.1118,0min45sec
9670,-166.4052,6849.1075,428.0750,0min45sec
9680,-166.2375,6842.5070,428.0380,0min51sec
9690,-166.0688,6835.8986,428.0006,0min47sec
9700,-165.9019,6829.3288,427.9619,0min49sec
9710,-165.7348,6822.7544,427.9221,0min48sec
9720,-165.5672,6816.2270,427.8854,0min46sec
9730,-165.4000,6809.6962,427.8483,0min47sec
9740,-165.2328,6803.1966,427.8115,0min43sec
9750,-165.0668,6796.7024,427.7743,0min45sec
9760,-164.9017,6790.1948,427.7373,0min44sec
9770,-164.7359,6783.7257,427.6997,0min45sec
9780,-164.5701,6777.2512,427.6631,0min44sec
9790,-164.4048,6770.7941,427.6263,0min45sec
9800,-164.2399,6764.3439,427.5900,0min43sec
9810,-164.0762,6757.9147,427.5543,0min44sec
9820,-163.9122,6751.4776,427.5174,0min43sec
9830,-163.7480,6745.0963,427.4801,0min43sec
9840,-163.5842,6738.6853,427.4428,0min43sec
9850,-163.4207,6732.3538,427.4064,0min45sec
9860,-163.2562,6726.0374,427.3693,0min44sec
9870,-163.0925,6719.7057,427.3323,0min44sec
9880,-162.9302,6713.3697,427.2950,0min42sec
9890,-162.7682,6707.0527,427.2582,0min41sec
9900,-162.6060,6700.8394,427.2255,0min41sec
9910,-162.4442,6694.5986,427.1916,0min41sec
9920,-162.2830,6688.3075,427.1557,0min43sec
9930,-162.1227,6682.0148,427.1201,0min41sec
9940,-161.9630,6675.8083,427.0856,0min41sec
9950,-161.8041,6669.5688,427.0498,0min43sec
9960,-161.6442,6663.3291,427.0138,0min43sec
9970,-161.4855,6657.1097,426.9779,0min43sec
9980,-161.3265,6650.8805,426.9427,0min43sec
9990,-161.1684,6644.7171,426.9087,0min43sec
